STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"36","061","008000","5","360610080005",1500000US360610080005,Block Group 5,G5030,S,25502,0,"+40.7511400","-073.9773289"
"36","061","001200","3","360610012003",1500000US360610012003,Block Group 3,G5030,S,36076,0,"+40.7152160","-073.9802846"
"36","061","002400","2","360610024002",1500000US360610024002,Block Group 2,G5030,S,75138,0,"+40.7232443","-073.9730207"
"36","061","001002","1","360610010021",1500000US360610010021,Block Group 1,G5030,S,40446,0,"+40.7184866","-073.9785882"
"36","061","006500","3","360610065003",1500000US360610065003,Block Group 3,G5030,S,36018,0,"+40.7290510","-074.0015914"
"36","061","006300","3","360610063003",1500000US360610063003,Block Group 3,G5030,S,23201,0,"+40.7338167","-073.9973167"
"36","061","001600","1","360610016001",1500000US360610016001,Block Group 1,G5030,S,84532,0,"+40.7160302","-073.9951093"
"36","061","011500","1","360610115001",1500000US360610115001,Block Group 1,G5030,S,87821,0,"+40.7565692","-073.9921294"
"36","061","007100","4","360610071004",1500000US360610071004,Block Group 4,G5030,S,30790,0,"+40.7351036","-074.0009157"
"36","061","001300","2","360610013002",1500000US360610013002,Block Group 2,G5030,S,57919,0,"+40.7057192","-074.0149836"
"36","061","001401","1","360610014011",1500000US360610014011,Block Group 1,G5030,S,56638,0,"+40.7152718","-073.9885097"
"36","061","001402","2","360610014022",1500000US360610014022,Block Group 2,G5030,S,57077,0,"+40.7172594","-073.9850476"
"36","061","001501","1","360610015011",1500000US360610015011,Block Group 1,G5030,S,98114,0,"+40.7108924","-074.0059333"
"36","061","001502","1","360610015021",1500000US360610015021,Block Group 1,G5030,S,28604,0,"+40.7097375","-074.0091574"
"36","061","001800","2","360610018002",1500000US360610018002,Block Group 2,G5030,S,32631,0,"+40.7183611","-073.9891651"
"36","061","001800","4","360610018004",1500000US360610018004,Block Group 4,G5030,S,21687,0,"+40.7201749","-073.9909796"
"36","061","001800","5","360610018005",1500000US360610018005,Block Group 5,G5030,S,62459,0,"+40.7197982","-073.9932105"
"36","061","002000","1","360610020001",1500000US360610020001,Block Group 1,G5030,S,77124,0,"+40.7206299","-073.9750259"
"36","061","002100","1","360610021001",1500000US360610021001,Block Group 1,G5030,S,61166,0,"+40.7145358","-074.0080150"
"36","061","002201","1","360610022011",1500000US360610022011,Block Group 1,G5030,S,34177,0,"+40.7204667","-073.9828856"
"36","061","002201","2","360610022012",1500000US360610022012,Block Group 2,G5030,S,32157,0,"+40.7192644","-073.9834900"
"36","061","002202","1","360610022021",1500000US360610022021,Block Group 1,G5030,S,56108,0,"+40.7212597","-073.9811410"
"36","061","005200","2","360610052002",1500000US360610052002,Block Group 2,G5030,S,85309,0,"+40.7375603","-073.9913768"
"36","061","003601","1","360610036011",1500000US360610036011,Block Group 1,G5030,S,20483,0,"+40.7218441","-073.9896236"
"36","061","002601","2","360610026012",1500000US360610026012,Block Group 2,G5030,S,52703,0,"+40.7230867","-073.9811222"
"36","061","008000","1","360610080001",1500000US360610080001,Block Group 1,G5030,S,49487,0,"+40.7498429","-073.9761680"
"36","061","007100","1","360610071001",1500000US360610071001,Block Group 1,G5030,S,24011,0,"+40.7376106","-073.9985099"
"36","061","013300","4","360610133004",1500000US360610133004,Block Group 4,G5030,S,43641,0,"+40.7659624","-073.9889991"
"36","061","013300","2","360610133002",1500000US360610133002,Block Group 2,G5030,S,31761,0,"+40.7637304","-073.9872260"
"36","061","006400","1","360610064001",1500000US360610064001,Block Group 1,G5030,S,36587,0,"+40.7383588","-073.9820264"
"36","061","006400","2","360610064002",1500000US360610064002,Block Group 2,G5030,S,33023,0,"+40.7370919","-073.9829493"
"36","061","006500","2","360610065002",1500000US360610065002,Block Group 2,G5030,S,19976,0,"+40.7299423","-074.0005141"
"36","061","006500","4","360610065004",1500000US360610065004,Block Group 4,G5030,S,22230,0,"+40.7278645","-074.0001736"
"36","061","006500","5","360610065005",1500000US360610065005,Block Group 5,G5030,S,24765,0,"+40.7290629","-073.9991628"
"36","061","006600","1","360610066001",1500000US360610066001,Block Group 1,G5030,S,16943,0,"+40.7418065","-073.9795132"
"36","061","006600","2","360610066002",1500000US360610066002,Block Group 2,G5030,S,17225,0,"+40.7411833","-073.9799620"
"36","061","006600","3","360610066003",1500000US360610066003,Block Group 3,G5030,S,16874,0,"+40.7405664","-073.9804201"
"36","061","006700","2","360610067002",1500000US360610067002,Block Group 2,G5030,S,40369,0,"+40.7293004","-074.0035578"
"36","061","006700","3","360610067003",1500000US360610067003,Block Group 3,G5030,S,29122,0,"+40.7306928","-074.0037509"
"36","061","006700","4","360610067004",1500000US360610067004,Block Group 4,G5030,S,64263,0,"+40.7304218","-074.0056370"
"36","061","006800","1","360610068001",1500000US360610068001,Block Group 1,G5030,S,48993,0,"+40.7417490","-073.9841699"
"36","061","006800","3","360610068003",1500000US360610068003,Block Group 3,G5030,S,24401,0,"+40.7385347","-073.9854666"
"36","061","006900","1","360610069001",1500000US360610069001,Block Group 1,G5030,S,52145,0,"+40.7315833","-074.0076952"
"36","061","007100","3","360610071003",1500000US360610071003,Block Group 3,G5030,S,50713,0,"+40.7357035","-073.9995409"
"36","061","007200","1","360610072001",1500000US360610072001,Block Group 1,G5030,S,13022,0,"+40.7470863","-073.9802873"
"36","061","007300","2","360610073002",1500000US360610073002,Block Group 2,G5030,S,12009,0,"+40.7335399","-074.0053841"
"36","061","007300","3","360610073003",1500000US360610073003,Block Group 3,G5030,S,34162,0,"+40.7324981","-074.0052587"
"36","061","007300","4","360610073004",1500000US360610073004,Block Group 4,G5030,S,34897,0,"+40.7336583","-074.0035241"
"36","061","007600","1","360610076001",1500000US360610076001,Block Group 1,G5030,S,100994,0,"+40.7484948","-073.9866201"
"36","061","007600","2","360610076002",1500000US360610076002,Block Group 2,G5030,S,73280,0,"+40.7462889","-073.9882323"
"36","061","007700","1","360610077001",1500000US360610077001,Block Group 1,G5030,S,40603,0,"+40.7383362","-074.0012666"
"36","061","007700","2","360610077002",1500000US360610077002,Block Group 2,G5030,S,21697,0,"+40.7382448","-074.0029403"
"36","061","007700","3","360610077003",1500000US360610077003,Block Group 3,G5030,S,57392,0,"+40.7390805","-074.0044657"
"36","061","005600","1","360610056001",1500000US360610056001,Block Group 1,G5030,S,86633,0,"+40.7425523","-073.9862884"
"36","061","004800","5","360610048005",1500000US360610048005,Block Group 5,G5030,S,44392,0,"+40.7326191","-073.9828845"
"36","061","004300","2","360610043002",1500000US360610043002,Block Group 2,G5030,S,25621,0,"+40.7219842","-073.9943560"
"36","061","003200","2","360610032002",1500000US360610032002,Block Group 2,G5030,S,15771,0,"+40.7262306","-073.9848553"
"36","061","000600","1","360610006001",1500000US360610006001,Block Group 1,G5030,S,41307,0,"+40.7135100","-073.9912811"
"36","061","008800","2","360610088002",1500000US360610088002,Block Group 2,G5030,S,20848,0,"+40.7488274","-073.9738294"
"36","061","008100","4","360610081004",1500000US360610081004,Block Group 4,G5030,S,23942,0,"+40.7383007","-073.9980129"
"36","061","002601","1","360610026011",1500000US360610026011,Block Group 1,G5030,S,53344,0,"+40.7220892","-073.9787526"
"36","061","003602","2","360610036022",1500000US360610036022,Block Group 2,G5030,S,51073,0,"+40.7246623","-073.9909826"
"36","061","010601","3","360610106013",1500000US360610106013,Block Group 3,G5030,S,18572,0,"+40.7574990","-073.9620410"
"36","061","009500","1","360610095001",1500000US360610095001,Block Group 1,G5030,S,86080,0,"+40.7466370","-073.9919388"
"36","061","000201","1","360610002011",1500000US360610002011,Block Group 1,G5030,S,24882,0,"+40.7136823","-073.9861175"
"36","061","000201","2","360610002012",1500000US360610002012,Block Group 2,G5030,S,65351,0,"+40.7111738","-073.9857474"
"36","061","000202","1","360610002021",1500000US360610002021,Block Group 1,G5030,S,55116,0,"+40.7139196","-073.9829323"
"36","061","000202","2","360610002022",1500000US360610002022,Block Group 2,G5030,S,28455,0,"+40.7123364","-073.9829600"
"36","061","000700","1","360610007001",1500000US360610007001,Block Group 1,G5030,S,44608,0,"+40.7075689","-074.0106963"
"36","061","000800","1","360610008001",1500000US360610008001,Block Group 1,G5030,S,31489,0,"+40.7135207","-073.9959652"
"36","061","000800","2","360610008002",1500000US360610008002,Block Group 2,G5030,S,18003,0,"+40.7125510","-073.9957274"
"36","061","000800","3","360610008003",1500000US360610008003,Block Group 3,G5030,S,17334,0,"+40.7118357","-073.9955882"
"36","061","000900","1","360610009001",1500000US360610009001,Block Group 1,G5030,S,255437,0,"+40.7032518","-074.0114794"
"36","061","001300","1","360610013001",1500000US360610013001,Block Group 1,G5030,S,21417,0,"+40.7084297","-074.0144700"
"36","061","003400","2","360610034002",1500000US360610034002,Block Group 2,G5030,S,35337,0,"+40.7279763","-073.9806144"
"36","061","003400","4","360610034004",1500000US360610034004,Block Group 4,G5030,S,36708,0,"+40.7302273","-073.9819393"
"36","061","003601","2","360610036012",1500000US360610036012,Block Group 2,G5030,S,22750,0,"+40.7220988","-073.9904512"
"36","061","003800","1","360610038001",1500000US360610038001,Block Group 1,G5030,S,49204,0,"+40.7287704","-073.9890097"
"36","061","003800","2","360610038002",1500000US360610038002,Block Group 2,G5030,S,17046,0,"+40.7275761","-073.9899004"
"36","061","003800","3","360610038003",1500000US360610038003,Block Group 3,G5030,S,31465,0,"+40.7266525","-073.9904765"
"36","061","003900","1","360610039001",1500000US360610039001,Block Group 1,G5030,S,120504,0,"+40.7231931","-074.0101086"
"36","061","003900","2","360610039002",1500000US360610039002,Block Group 2,G5030,S,95610,0,"+40.7204979","-074.0122661"
"36","061","003900","4","360610039004",1500000US360610039004,Block Group 4,G5030,S,40617,0,"+40.7178037","-074.0115534"
"36","061","004100","1","360610041001",1500000US360610041001,Block Group 1,G5030,S,25999,0,"+40.7205637","-073.9949154"
"36","061","004100","2","360610041002",1500000US360610041002,Block Group 2,G5030,S,32684,0,"+40.7180112","-073.9956060"
"36","061","004100","3","360610041003",1500000US360610041003,Block Group 3,G5030,S,28939,0,"+40.7183249","-073.9964320"
"36","061","004100","5","360610041005",1500000US360610041005,Block Group 5,G5030,S,47114,0,"+40.7189369","-073.9983201"
"36","061","004200","2","360610042002",1500000US360610042002,Block Group 2,G5030,S,29591,0,"+40.7323985","-073.9890757"
"36","061","004300","1","360610043001",1500000US360610043001,Block Group 1,G5030,S,54068,0,"+40.7237811","-073.9944064"
"36","061","004300","3","360610043003",1500000US360610043003,Block Group 3,G5030,S,69550,0,"+40.7234615","-073.9966992"
"36","061","004500","1","360610045001",1500000US360610045001,Block Group 1,G5030,S,104948,0,"+40.7205701","-073.9993912"
"36","061","004700","2","360610047002",1500000US360610047002,Block Group 2,G5030,S,122673,0,"+40.7217947","-074.0028319"
"36","061","004800","3","360610048003",1500000US360610048003,Block Group 3,G5030,S,21645,0,"+40.7342881","-073.9855132"
"36","061","005000","1","360610050001",1500000US360610050001,Block Group 1,G5030,S,34886,0,"+40.7370971","-073.9875612"
"36","061","005000","2","360610050002",1500000US360610050002,Block Group 2,G5030,S,36352,0,"+40.7352918","-073.9888411"
"36","061","005200","1","360610052001",1500000US360610052001,Block Group 1,G5030,S,83584,0,"+40.7373083","-073.9895151"
"36","061","005400","1","360610054001",1500000US360610054001,Block Group 1,G5030,S,115694,0,"+40.7394735","-073.9931956"
"36","061","005501","1","360610055011",1500000US360610055011,Block Group 1,G5030,S,51576,0,"+40.7288140","-073.9951603"
"36","061","005501","2","360610055012",1500000US360610055012,Block Group 2,G5030,S,38166,0,"+40.7281241","-073.9972762"
"36","061","005502","2","360610055022",1500000US360610055022,Block Group 2,G5030,S,71130,0,"+40.7262740","-073.9944905"
"36","061","005600","2","360610056002",1500000US360610056002,Block Group 2,G5030,S,63370,0,"+40.7414857","-073.9881423"
"36","061","005700","1","360610057001",1500000US360610057001,Block Group 1,G5030,S,27196,0,"+40.7306449","-073.9914122"
"36","061","005700","2","360610057002",1500000US360610057002,Block Group 2,G5030,S,80851,0,"+40.7290025","-073.9927203"
"36","061","005800","1","360610058001",1500000US360610058001,Block Group 1,G5030,S,48669,0,"+40.7447446","-073.9893580"
"36","061","005900","1","360610059001",1500000US360610059001,Block Group 1,G5030,S,23458,0,"+40.7325108","-073.9951038"
"36","061","005900","3","360610059003",1500000US360610059003,Block Group 3,G5030,S,41801,0,"+40.7302179","-073.9949182"
"36","061","006000","1","360610060001",1500000US360610060001,Block Group 1,G5030,S,50208,0,"+40.7350250","-073.9759958"
"36","061","006100","1","360610061001",1500000US360610061001,Block Group 1,G5030,S,56536,0,"+40.7343714","-073.9936313"
"36","061","006200","1","360610062001",1500000US360610062001,Block Group 1,G5030,S,200599,0,"+40.7392981","-073.9751446"
"36","061","006300","2","360610063002",1500000US360610063002,Block Group 2,G5030,S,49069,0,"+40.7347322","-073.9966508"
"36","061","008800","1","360610088001",1500000US360610088001,Block Group 1,G5030,S,86310,0,"+40.7502026","-073.9728661"
"36","061","007500","2","360610075002",1500000US360610075002,Block Group 2,G5030,S,41438,0,"+40.7355056","-074.0083973"
"36","061","003001","4","360610030014",1500000US360610030014,Block Group 4,G5030,S,30850,0,"+40.7200340","-073.9860103"
"36","061","013300","1","360610133001",1500000US360610133001,Block Group 1,G5030,S,11858,0,"+40.7629327","-073.9866468"
"36","061","008300","3","360610083003",1500000US360610083003,Block Group 3,G5030,S,87399,0,"+40.7427882","-074.0058718"
"36","061","004700","1","360610047001",1500000US360610047001,Block Group 1,G5030,S,42747,0,"+40.7242106","-074.0029514"
"36","061","001200","1","360610012001",1500000US360610012001,Block Group 1,G5030,S,47666,0,"+40.7165794","-073.9835599"
"36","061","005400","2","360610054002",1500000US360610054002,Block Group 2,G5030,S,25238,0,"+40.7376881","-073.9944967"
"36","061","004900","2","360610049002",1500000US360610049002,Block Group 2,G5030,S,36368,0,"+40.7257156","-074.0025251"
"36","061","003002","1","360610030021",1500000US360610030021,Block Group 1,G5030,S,37102,0,"+40.7225188","-073.9846302"
"36","061","002500","1","360610025001",1500000US360610025001,Block Group 1,G5030,S,35945,0,"+40.7099493","-073.9998744"
"36","061","002700","1","360610027001",1500000US360610027001,Block Group 1,G5030,S,59282,0,"+40.7125508","-073.9990121"
"36","061","002800","3","360610028003",1500000US360610028003,Block Group 3,G5030,S,34427,0,"+40.7263765","-073.9787169"
"36","061","003001","1","360610030011",1500000US360610030011,Block Group 1,G5030,S,31204,0,"+40.7219568","-073.9877758"
"36","061","003002","2","360610030022",1500000US360610030022,Block Group 2,G5030,S,41430,0,"+40.7233628","-073.9869729"
"36","061","003300","1","360610033001",1500000US360610033001,Block Group 1,G5030,S,85840,0,"+40.7183485","-074.0061303"
"36","061","003300","3","360610033003",1500000US360610033003,Block Group 3,G5030,S,48621,0,"+40.7161762","-074.0058010"
"36","061","005502","1","360610055021",1500000US360610055021,Block Group 1,G5030,S,44356,0,"+40.7264845","-073.9929618"
"36","061","011201","1","360610112011",1500000US360610112011,Block Group 1,G5030,S,79536,0,"+40.7639781","-073.9753455"
"36","061","010400","1","360610104001",1500000US360610104001,Block Group 1,G5030,S,173230,0,"+40.7607791","-073.9776729"
"36","061","003602","1","360610036021",1500000US360610036021,Block Group 1,G5030,S,37938,0,"+40.7244295","-073.9891606"
"36","061","004100","4","360610041004",1500000US360610041004,Block Group 4,G5030,S,30922,0,"+40.7186209","-073.9972276"
"36","061","000600","2","360610006002",1500000US360610006002,Block Group 2,G5030,S,64678,0,"+40.7111115","-073.9908457"
"36","061","011900","1","360610119001",1500000US360610119001,Block Group 1,G5030,S,88724,0,"+40.7567157","-073.9846054"
"36","061","004900","3","360610049003",1500000US360610049003,Block Group 3,G5030,S,34335,0,"+40.7269046","-074.0015198"
"36","061","009800","3","360610098003",1500000US360610098003,Block Group 3,G5030,S,34479,0,"+40.7553504","-073.9696418"
"36","061","009000","3","360610090003",1500000US360610090003,Block Group 3,G5030,S,34606,0,"+40.7525103","-073.9687622"
"36","061","007200","3","360610072003",1500000US360610072003,Block Group 3,G5030,S,36754,0,"+40.7439127","-073.9825939"
"36","061","003400","3","360610034003",1500000US360610034003,Block Group 3,G5030,S,49691,0,"+40.7286404","-073.9830997"
"36","061","008400","2","360610084002",1500000US360610084002,Block Group 2,G5030,S,122312,0,"+40.7513266","-073.9845618"
"36","061","013700","1","360610137001",1500000US360610137001,Block Group 1,G5030,S,23366,0,"+40.7659360","-073.9778891"
"36","061","013700","4","360610137004",1500000US360610137004,Block Group 4,G5030,S,45373,0,"+40.7667609","-073.9809422"
"36","061","003400","1","360610034001",1500000US360610034001,Block Group 1,G5030,S,38521,0,"+40.7292717","-073.9796713"
"36","061","006700","1","360610067001",1500000US360610067001,Block Group 1,G5030,S,34729,0,"+40.7316410","-074.0022780"
"36","061","004100","6","360610041006",1500000US360610041006,Block Group 6,G5030,S,25620,0,"+40.7212347","-073.9965616"
"36","061","010900","1","360610109001",1500000US360610109001,Block Group 1,G5030,S,175741,0,"+40.7522505","-073.9897028"
"36","061","002602","2","360610026022",1500000US360610026022,Block Group 2,G5030,S,16711,0,"+40.7242888","-073.9802476"
"36","061","010000","2","360610100002",1500000US360610100002,Block Group 2,G5030,S,85919,0,"+40.7577232","-073.9704228"
"36","061","001600","2","360610016002",1500000US360610016002,Block Group 2,G5030,S,21447,0,"+40.7170790","-073.9925580"
"36","061","010200","1","360610102001",1500000US360610102001,Block Group 1,G5030,S,86526,0,"+40.7590856","-073.9736449"
"36","061","001001","1","360610010011",1500000US360610010011,Block Group 1,G5030,S,80143,0,"+40.7143690","-073.9775854"
"36","061","006300","1","360610063001",1500000US360610063001,Block Group 1,G5030,S,52533,0,"+40.7360168","-073.9957103"
"36","061","009800","2","360610098002",1500000US360610098002,Block Group 2,G5030,S,34488,0,"+40.7566037","-073.9687281"
"36","061","004900","1","360610049001",1500000US360610049001,Block Group 1,G5030,S,136615,0,"+40.7244229","-073.9996745"
"36","061","002602","1","360610026021",1500000US360610026021,Block Group 1,G5030,S,52125,0,"+40.7238935","-073.9774381"
"36","061","009300","3","360610093003",1500000US360610093003,Block Group 3,G5030,S,9328,0,"+40.7472246","-074.0026475"
"36","061","011100","2","360610111002",1500000US360610111002,Block Group 2,G5030,S,44784,0,"+40.7546268","-073.9972536"
"36","061","011203","1","360610112031",1500000US360610112031,Block Group 1,G5030,S,38738,0,"+40.7609026","-073.9681051"
"36","061","010000","1","360610100001",1500000US360610100001,Block Group 1,G5030,S,86975,0,"+40.7584032","-073.9720310"
"36","061","010100","1","360610101001",1500000US360610101001,Block Group 1,G5030,S,175520,0,"+40.7497314","-073.9915412"
"36","061","010300","1","360610103001",1500000US360610103001,Block Group 1,G5030,S,107858,0,"+40.7523214","-073.9982274"
"36","061","010601","2","360610106012",1500000US360610106012,Block Group 2,G5030,S,18553,0,"+40.7581726","-073.9615526"
"36","061","011100","3","360610111003",1500000US360610111003,Block Group 3,G5030,S,42990,0,"+40.7558905","-073.9963426"
"36","061","011202","1","360610112021",1500000US360610112021,Block Group 1,G5030,S,78008,0,"+40.7626040","-073.9721311"
"36","061","011203","2","360610112032",1500000US360610112032,Block Group 2,G5030,S,39209,0,"+40.7615821","-073.9697137"
"36","061","011300","1","360610113001",1500000US360610113001,Block Group 1,G5030,S,175653,0,"+40.7547752","-073.9878702"
"36","061","011500","2","360610115002",1500000US360610115002,Block Group 2,G5030,S,87769,0,"+40.7577671","-073.9949686"
"36","061","011700","1","360610117001",1500000US360610117001,Block Group 1,G5030,S,87124,0,"+40.7589694","-073.9978020"
"36","061","012700","2","360610127002",1500000US360610127002,Block Group 2,G5030,S,43405,0,"+40.7610125","-073.9888905"
"36","061","012700","3","360610127003",1500000US360610127003,Block Group 3,G5030,S,43353,0,"+40.7622090","-073.9917345"
"36","061","013100","1","360610131001",1500000US360610131001,Block Group 1,G5030,S,65471,0,"+40.7626318","-073.9839985"
"36","061","013300","3","360610133003",1500000US360610133003,Block Group 3,G5030,S,43599,0,"+40.7647104","-073.9899108"
"36","061","013700","2","360610137002",1500000US360610137002,Block Group 2,G5030,S,47063,0,"+40.7649210","-073.9786164"
"36","061","013700","3","360610137003",1500000US360610137003,Block Group 3,G5030,S,43509,0,"+40.7636199","-073.9795619"
"36","061","008700","2","360610087002",1500000US360610087002,Block Group 2,G5030,S,20408,0,"+40.7419477","-073.9990681"
"36","061","008900","2","360610089002",1500000US360610089002,Block Group 2,G5030,S,40804,0,"+40.7434373","-074.0016959"
"36","061","008900","3","360610089003",1500000US360610089003,Block Group 3,G5030,S,40799,0,"+40.7446326","-074.0045375"
"36","061","009000","1","360610090001",1500000US360610090001,Block Group 1,G5030,S,18576,0,"+40.7509323","-073.9698423"
"36","061","009000","2","360610090002",1500000US360610090002,Block Group 2,G5030,S,18053,0,"+40.7515678","-073.9693935"
"36","061","009100","1","360610091001",1500000US360610091001,Block Group 1,G5030,S,21769,0,"+40.7456709","-073.9963608"
"36","061","009200","1","360610092001",1500000US360610092001,Block Group 1,G5030,S,50085,0,"+40.7523806","-073.9743190"
"36","061","009300","1","360610093001",1500000US360610093001,Block Group 1,G5030,S,49510,0,"+40.7470821","-073.9990315"
"36","061","009300","2","360610093002",1500000US360610093002,Block Group 2,G5030,S,40057,0,"+40.7458131","-073.9999775"
"36","061","009300","4","360610093004",1500000US360610093004,Block Group 4,G5030,S,13664,0,"+40.7475571","-074.0024155"
"36","061","009400","1","360610094001",1500000US360610094001,Block Group 1,G5030,S,87386,0,"+40.7553564","-073.9784669"
"36","061","009500","2","360610095002",1500000US360610095002,Block Group 2,G5030,S,85884,0,"+40.7478368","-073.9947800"
"36","061","009600","1","360610096001",1500000US360610096001,Block Group 1,G5030,S,100946,0,"+40.7554355","-073.9815713"
"36","061","009700","1","360610097001",1500000US360610097001,Block Group 1,G5030,S,41072,0,"+40.7479638","-073.9967960"
"36","061","009700","2","360610097002",1500000US360610097002,Block Group 2,G5030,S,86447,0,"+40.7502338","-074.0004531"
"36","061","009800","1","360610098001",1500000US360610098001,Block Group 1,G5030,S,17072,0,"+40.7575461","-073.9680502"
"36","061","013900","1","360610139001",1500000US360610139001,Block Group 1,G5030,S,23621,0,"+40.7688543","-073.9868884"
"36","061","007800","2","360610078002",1500000US360610078002,Block Group 2,G5030,S,33890,0,"+40.7471571","-073.9756186"
"36","061","008900","1","360610089001",1500000US360610089001,Block Group 1,G5030,S,20377,0,"+40.7443158","-074.0010568"
"36","061","008900","4","360610089004",1500000US360610089004,Block Group 4,G5030,S,42006,0,"+40.7458221","-074.0036736"
"36","061","011100","1","360610111001",1500000US360610111001,Block Group 1,G5030,S,87690,0,"+40.7540487","-073.9939669"
"36","061","003601","3","360610036013",1500000US360610036013,Block Group 3,G5030,S,56579,0,"+40.7225851","-073.9919654"
"36","061","013900","3","360610139003",1500000US360610139003,Block Group 3,G5030,S,43714,0,"+40.7672142","-073.9880836"
"36","061","014500","2","360610145002",1500000US360610145002,Block Group 2,G5030,S,21673,0,"+40.7695050","-073.9864164"
"36","061","003200","1","360610032001",1500000US360610032001,Block Group 1,G5030,S,32799,0,"+40.7271238","-073.9842047"
"36","061","003200","6","360610032006",1500000US360610032006,Block Group 6,G5030,S,34470,0,"+40.7243775","-073.9832371"
"36","061","006800","2","360610068002",1500000US360610068002,Block Group 2,G5030,S,26399,0,"+40.7398471","-073.9855559"
"36","061","007200","6","360610072006",1500000US360610072006,Block Group 6,G5030,S,13118,0,"+40.7457300","-073.9791652"
"36","061","007800","3","360610078003",1500000US360610078003,Block Group 3,G5030,S,10581,0,"+40.7460457","-073.9758570"
"36","061","008100","5","360610081005",1500000US360610081005,Block Group 5,G5030,S,22242,0,"+40.7401613","-074.0003665"
"36","061","008800","3","360610088003",1500000US360610088003,Block Group 3,G5030,S,13184,0,"+40.7484776","-073.9720424"
"36","061","008800","7","360610088007",1500000US360610088007,Block Group 7,G5030,S,4569,0,"+40.7479753","-073.9708622"
"36","061","010601","5","360610106015",1500000US360610106015,Block Group 5,G5030,S,17013,0,"+40.7562271","-073.9629821"
"36","061","000600","3","360610006003",1500000US360610006003,Block Group 3,G5030,S,20959,0,"+40.7138716","-073.9887252"
"36","061","003700","3","360610037003",1500000US360610037003,Block Group 3,G5030,S,142392,0,"+40.7250626","-074.0058807"
"36","061","001502","3","360610015023",1500000US360610015023,Block Group 3,G5030,S,23330,0,"+40.7080668","-074.0056119"
"36","061","000800","6","360610008006",1500000US360610008006,Block Group 6,G5030,S,105814,0,"+40.7116870","-073.9933490"
"36","061","001600","3","360610016003",1500000US360610016003,Block Group 3,G5030,S,36846,0,"+40.7154737","-073.9933767"
"36","061","002800","4","360610028004",1500000US360610028004,Block Group 4,G5030,S,92017,0,"+40.7263679","-073.9756315"
"36","061","003001","2","360610030012",1500000US360610030012,Block Group 2,G5030,S,28722,0,"+40.7207549","-073.9883956"
"36","061","003001","3","360610030013",1500000US360610030013,Block Group 3,G5030,S,33374,0,"+40.7212302","-073.9853885"
"36","061","003700","2","360610037002",1500000US360610037002,Block Group 2,G5030,S,63572,0,"+40.7278420","-074.0048894"
"36","061","004800","7","360610048007",1500000US360610048007,Block Group 7,G5030,S,24000,0,"+40.7336477","-073.9839965"
"36","061","001800","3","360610018003",1500000US360610018003,Block Group 3,G5030,S,40671,0,"+40.7194522","-073.9885981"
"36","061","001800","7","360610018007",1500000US360610018007,Block Group 7,G5030,S,17675,0,"+40.7190882","-073.9915377"
"36","061","006300","5","360610063005",1500000US360610063005,Block Group 5,G5030,S,30201,0,"+40.7325250","-073.9981803"
"36","061","006400","4","360610064004",1500000US360610064004,Block Group 4,G5030,S,53743,0,"+40.7358170","-073.9808149"
"36","061","007100","5","360610071005",1500000US360610071005,Block Group 5,G5030,S,37335,0,"+40.7331025","-074.0010429"
"36","061","007300","5","360610073005",1500000US360610073005,Block Group 5,G5030,S,20115,0,"+40.7354235","-074.0041402"
"36","061","007300","6","360610073006",1500000US360610073006,Block Group 6,G5030,S,39514,0,"+40.7350148","-074.0023656"
"36","061","007500","3","360610075003",1500000US360610075003,Block Group 3,G5030,S,30394,0,"+40.7346141","-074.0066215"
"36","061","007900","4","360610079004",1500000US360610079004,Block Group 4,G5030,S,32808,0,"+40.7386150","-074.0059421"
"36","061","010601","6","360610106016",1500000US360610106016,Block Group 6,G5030,S,32986,0,"+40.7570025","-073.9603850"
"36","061","001002","2","360610010022",1500000US360610010022,Block Group 2,G5030,S,28951,0,"+40.7166002","-073.9790685"
"36","061","001002","3","360610010023",1500000US360610010023,Block Group 3,G5030,S,53234,0,"+40.7167358","-073.9750940"
"36","061","001501","3","360610015013",1500000US360610015013,Block Group 3,G5030,S,112827,0,"+40.7075164","-074.0019469"
"36","061","001600","5","360610016005",1500000US360610016005,Block Group 5,G5030,S,35682,0,"+40.7151810","-073.9913781"
"36","061","002000","2","360610020002",1500000US360610020002,Block Group 2,G5030,S,22205,0,"+40.7204277","-073.9766193"
"36","061","002000","3","360610020003",1500000US360610020003,Block Group 3,G5030,S,26950,0,"+40.7197022","-073.9768833"
"36","061","002201","4","360610022014",1500000US360610022014,Block Group 4,G5030,S,56232,0,"+40.7182311","-073.9805559"
"36","061","002500","2","360610025002",1500000US360610025002,Block Group 2,G5030,S,25738,0,"+40.7104491","-073.9973959"
"36","061","002500","3","360610025003",1500000US360610025003,Block Group 3,G5030,S,40388,0,"+40.7091584","-073.9981615"
"36","061","002800","2","360610028002",1500000US360610028002,Block Group 2,G5030,S,37237,0,"+40.7276070","-073.9778154"
"36","061","003200","5","360610032005",1500000US360610032005,Block Group 5,G5030,S,17438,0,"+40.7234683","-073.9839068"
"36","061","003800","5","360610038005",1500000US360610038005,Block Group 5,G5030,S,35076,0,"+40.7263009","-073.9878009"
